,feature,rank
1235,L07592_at,2203
2739,U10991_at,2204
3574,U66468_at,2205
4329,X59543_at,2206
4912,X99584_at,2207
3103,U36621_cds2_at,2208
4611,X78706_at,2209
2633,U04810_at,2210
521,D63481_at,2211
1378,L19872_at,2212
5254,D38081_at,2213
6465,Z48314_s_at,2214
1685,M11726_at,2215
4724,X85545_at,2216
7102,S80905_f_at,2217
2561,S95936_at,2218
3949,U90916_at,2219
2484,S74221_at,2220
516,D63475_at,2221
2455,S66793_at,2222
5152,Z48054_at,2223
3300,U49248_at,2224
4105,X07732_at,2225
2232,M77142_at,2226
4547,X74837_at,2227
3221,U43899_at,2228
4749,X87241_at,2229
4271,X54941_at,2230
3431,U57650_at,2231
4118,X12458_rna1_at,2232
1499,L35475_at,2233
4259,X54232_at,2234
272,D17525_at,2235
219,D13988_at,2236
5491,X89430_at,2237
3910,U89336_cds4_at,2238
234,D14664_at,2239
2964,U26710_at,2240
5027,Y11306_rna1_at,2241
3822,U81600_at,2242
7064,M20030_f_at,2243
2652,U06631_at,2244
7003,X16105_at,2245
146,AF009301_at,2246
4591,X77533_at,2247
2431,M99701_at,2248
5319,L49380_at,2249
584,D80001_at,2250
2361,M93036_at,2251
3812,U80669_at,2252
3664,U72514_at,2253
5090,Z24680_at,2254
4094,X06948_at,2255
4281,X55740_at,2256
3978,U94585_at,2257
4881,X98172_at,2258
1124,J04794_at,2259
1633,L48546_at,2260
4829,X94910_at,2261
2909,U21049_at,2262
6250,M31776_s_at,2263
1508,L36463_at,2264
4424,X65873_at,2265
2575,U01038_at,2266
3937,U90902_at,2267
6756,HG4518-HT4921_r_at,2268
3,AFFX-BioC-5_at,2269
5486,X80818_at,2270
3744,U78798_at,2271
784,D90359_at,2272
6674,X55037_s_at,2273
4737,X86570_at,2274
3800,U79734_at,2275
5679,HG3238-HT4861_s_at,2276
4132,X13482_at,2277
4492,X69910_at,2278
2782,U13991_at,2279
5785,HG274-HT274_s_at,2280
1981,M35128_at,2281
5886,HG4318-HT4588_s_at,2282
4638,X80026_at,2283
2298,M85276_at,2284
3256,U46692_rna1_at,2285
3701,U76272_at,2286
512,D63160_at,2287
5242,D13146_cds1_at,2288
1101,J04088_at,2289
3660,U72507_at,2290
6845,M12125_at,2291
4755,X87852_at,2292
66,AB000460_at,2293
3307,U49436_at,2294
6320,M55682_s_at,2295
5196,Z70295_at,2296
2666,U07418_at,2297
3122,U37518_at,2298
5047,Y14140_at,2299
834,HG2280-HT2376_at,2300
271,D17516_at,2301
720,D87450_at,2302
4804,X92521_at,2303
4050,X04011_at,2304
2564,U00672_at,2305
5630,D38496_s_at,2306
5102,Z27113_at,2307
6386,X03794_s_at,2308
3912,U89336_cds7_at,2309
4391,X63563_at,2310
250,D15049_at,2311
1203,L04947_at,2312
6886,U05861_at,2313
481,D50863_at,2314
2609,U03187_at,2315
113,AD000092_cds1_at,2316
5586,S69231_s_at,2317
3439,U58048_at,2318
372,D31887_at,2319
3225,U44059_at,2320
1691,M12625_at,2321
4607,X78627_at,2322
6506,U22970_rna1_s_at,2323
182,D11139_at,2324
2714,U09579_at,2325
376,D31897_at,2326
2941,U24704_at,2327
4269,X54936_at,2328
3571,U66359_at,2329
2689,U08377_at,2330
962,HG3999-HT4269_at,2331
3177,U41060_at,2332
5835,HG3342-HT3519_s_at,2333
2420,M97936_at,2334
3022,U30999_at,2335
6768,U90546_r_at,2336
1301,L13197_at,2337
3958,U91930_at,2338
303,D25539_at,2339
561,D78335_at,2340
1020,HG511-HT511_at,2341
5879,HG4120-HT4392_s_at,2342
1903,M29540_at,2343
1763,M17754_at,2344
2075,M60165_cds1_at,2345
6733,M21305_at,2346
6957,J03634_at,2347
1944,M32315_at,2348
2023,M55265_at,2349
937,HG3733-HT4003_at,2350
1176,L00137_cds1_at,2351
184,D11428_at,2352
4288,X56411_rna1_at,2353
3742,U78735_at,2354
4417,X65550_at,2355
552,D78014_at,2356
167,D00760_at,2357
1660,L77886_at,2358
4255,X53961_at,2359
2123,M63175_at,2360
6986,U14187_at,2361
6512,U32499_s_at,2362
6480,U28758_s_at,2363
4580,X76538_at,2364
931,HG3570-HT3773_at,2365
5466,X59739_at,2366
3932,U90550_at,2367
2443,S57235_at,2368
2015,M55040_at,2369
2033,M55671_at,2370
1460,L31573_at,2371
5316,L40397_at,2372
6634,U82108_s_at,2373
6297,M35093_s_at,2374
875,HG2810-HT2921_at,2375
6875,M99438_at,2376
6841,L32606_at,2377
743,D87684_at,2378
6783,AF001359_f_at,2379
3123,U37519_at,2380
3591,U66879_at,2381
6881,S78774_at,2382
1083,J03756_at,2383
2842,U17418_at,2384
574,D79990_at,2385
4825,X94612_at,2386
2833,U16997_at,2387
2705,U09410_at,2388
6162,X03363_s_at,2389
3892,U87459_at,2390
6629,U79115_s_at,2391
2239,M79462_at,2392
874,HG2796-HT2904_at,2393
5676,Y10375_s_at,2394
2740,U11036_at,2395
6998,X06318_at,2396
1538,L38608_at,2397
810,HG180-HT180_at,2398
6525,U31201_cds2_s_at,2399
5552,L09230_s_at,2400
2183,M69023_at,2401
6727,K02882_cds1_s_at,2402
6231,M33772_s_at,2403
1990,M36200_at,2404
1146,J05272_at,2405
5234,Z97074_at,2406
3827,U82010_rna1_at,2407
6412,S52969_cds1_s_at,2408
971,HG4074-HT4344_at,2409
6026,L05072_s_at,2410
4598,X77909_at,2411
1458,L29433_at,2412
4514,X72012_at,2413
5450,X14766_at,2414
5348,M64231_rna1_at,2415
2154,M64590_at,2416
3552,U65404_at,2417
5593,U62293_rna1_s_at,2418
4397,X63692_at,2419
2934,U24152_at,2420
2190,M73047_at,2421
2418,M97856_at,2422
939,HG3748-HT4018_at,2423
4163,X15357_at,2424
6625,Y09392_s_at,2425
633,D84276_at,2426
753,D87989_at,2427
6726,HG4677-HT5102_s_at,2428
5603,D29640_s_at,2429
534,D63877_at,2430
6440,S78873_s_at,2431
431,D43767_at,2432
1255,L09235_at,2433
4402,X64044_at,2434
6239,M24122_s_at,2435
1957,M33518_at,2436
840,HG2339-HT2435_at,2437
848,HG2492-HT2588_at,2438
5246,D17532_at,2439
1452,L29008_at,2440
3079,U34360_at,2441
5596,D26535_s_at,2442
3416,U56976_at,2443
5059,Z14093_at,2444
1075,J03278_at,2445
1928,M31328_at,2446
6095,S69265_s_at,2447
5497,Y00264_at,2448
2542,S82185_at,2449
6163,X02875_s_at,2450
5417,U47077_at,2451
6077,L20469_s_at,2452
2212,M74542_at,2453
256,D16294_at,2454
2091,M60830_at,2455
92,AB004884_at,2456
5751,HG2380-HT2476_s_at,2457
348,D29958_at,2458
1189,L02648_at,2459
1582,L40407_at,2460
2803,U15009_at,2461
3262,U47011_cds1_at,2462
3203,U43148_at,2463
217,D13900_at,2464
3934,U90651_at,2465
1537,L38517_at,2466
2911,U21090_at,2467
4361,X61118_rna1_at,2468
6764,M96132_at,2469
4215,X51757_at,2470
4353,X60673_rna1_at,2471
145,AF008937_at,2472
3341,U51166_at,2473
1639,L76159_at,2474
1506,L36069_at,2475
3948,U90915_at,2476
4491,X69908_rna1_at,2477
878,HG2873-HT3017_at,2478
4526,X73460_at,2479
5741,HG4069-HT4339_s_at,2480
2589,U01923_at,2481
4109,X07834_at,2482
4126,X13227_at,2483
6466,U29463_s_at,2484
6563,U43189_s_at,2485
7008,X80878_at,2486
1269,L10378_at,2487
4330,X59618_at,2488
3783,U79291_at,2489
2119,M62994_at,2490
5241,D10925_at,2491
1343,L16464_at,2492
2392,M95627_at,2493
5659,D63940_s_at,2494
5334,M21535_at,2495
2888,U19977_at,2496
3544,U64863_at,2497
2355,M92357_at,2498
4840,X95406_at,2499
1752,M16505_at,2500
1998,M37245_at,2501
2560,S94421_at,2502
6995,X00038_at,2503
3493,U61145_at,2504
2040,M57567_at,2505
2563,U00238_rna1_at,2506
2761,U12622_at,2507
695,D87077_at,2508
2045,M57763_at,2509
1052,J00306_at,2510
5182,Z50781_at,2511
2813,U15422_cds2_at,2512
4130,X13334_at,2513
4103,X07695_at,2514
718,D87448_at,2515
4055,X04201_at,2516
2731,U10439_at,2517
2303,M86546_at,2518
1579,L40401_at,2519
4942,Y00796_at,2520
5947,J02960_cds1_s_at,2521
4567,X76059_at,2522
6571,U48865_s_at,2523
5885,HG4264-HT4534_s_at,2524
1518,L36922_at,2525
3353,U51587_at,2526
6546,U36759_s_at,2527
2138,M63904_at,2528
2498,S76992_at,2529
3183,U41668_at,2530
3963,U92015_at,2531
6873,M99435_at,2532
6504,U22314_s_at,2533
2422,M98343_at,2534
4795,X91788_at,2535
6470,U09087_s_at,2536
3207,U43292_at,2537
1309,L13434_at,2538
4632,X79781_at,2539
2426,M98776_rna1_at,2540
6641,U90543_at,2541
5120,Z32684_at,2542
3290,U48861_at,2543
1470,L32866_at,2544
6042,L10338_s_at,2545
3268,U47414_at,2546
3680,U73377_at,2547
1955,M33374_at,2548
967,HG4058-HT4328_at,2549
684,D86985_at,2550
3349,U51477_at,2551
1546,L38932_at,2552
2870,U18919_at,2553
5188,Z68747_at,2554
4348,X60484_at,2555
5684,U65533_s_at,2556
2438,S46622_at,2557
829,HG2247-HT2332_at,2558
6675,Y00451_s_at,2559
4026,X01715_at,2560
2994,U28833_at,2561
5765,HG2562-HT2658_s_at,2562
4556,X75546_at,2563
91,AB003698_at,2564
5200,Z71460_at,2565
5309,L20965_at,2566
6963,L35594_at,2567
5570,HG3362-HT3539_s_at,2568
4031,X02530_at,2569
3788,U79297_at,2570
3432,U57721_at,2571
6540,U34070_s_at,2572
4493,X69978_at,2573
4273,X55079_rna1_at,2574
3858,U83600_at,2575
4597,X77794_at,2576
4142,X14329_at,2577
5239,D00860_at,2578
1490,L34600_at,2579
485,D50914_at,2580
6763,M55422_at,2581
4773,X90761_at,2582
606,D83018_at,2583
5115,Z29574_at,2584
467,D50487_at,2585
6778,U34301_at,2586
5920,HG982-HT982_s_at,2587
6476,U09820_s_at,2588
899,HG3254-HT3431_at,2589
3436,U58032_at,2590
3434,U57877_at,2591
6976,M60614_at,2592
1766,M18000_at,2593
2452,S65583_rna1_at,2594
4785,X91117_rna1_at,2595
4726,X85750_at,2596
255,D16227_at,2597
1408,L22548_at,2598
2656,U06863_at,2599
3441,U58089_at,2600
1504,L36033_at,2601
1897,M29194_at,2602
6922,X58399_at,2603
6305,M36653_s_at,2604
6130,L42374_s_at,2605
2900,U20647_at,2606
1155,K01383_at,2607
2588,U01922_at,2608
518,D63477_at,2609
4483,X69398_at,2610
2559,S90469_at,2611
5403,U33841_at,2612
5914,L08096_s_at,2613
6652,X04470_s_at,2614
2819,U15782_at,2615
5608,X14085_s_at,2616
1575,L40395_at,2617
1496,L35240_at,2618
2306,M86707_at,2619
3109,U37022_rna1_at,2620
393,D38500_at,2621
2272,M83181_at,2622
2112,M62800_at,2623
3180,U41387_at,2624
353,D30742_at,2625
2617,U03642_at,2626
621,D83778_at,2627
278,D21205_at,2628
5064,Z15114_at,2629
1439,L27080_at,2630
237,D14689_at,2631
5746,HG2358-HT4858_s_at,2632
4208,X51420_at,2633
1648,L76703_at,2634
3456,U59228_at,2635
2153,M64572_at,2636
1690,M12529_at,2637
3913,U89336_cds8_at,2638
4959,Y07846_at,2639
3214,U43522_at,2640
3902,U88892_at,2641
1284,L11369_at,2642
2197,M73780_at,2643
1729,M14949_at,2644
4071,X05196_at,2645
56,AFFX-HUMGAPDH/M33197_3_st,2646
130,AF002700_at,2647
3730,U78180_at,2648
2102,M62302_at,2649
1259,L09717_at,2650
117,AF000177_at,2651
4981,Y08999_at,2652
3775,U79280_at,2653
5293,L04731_at,2654
5508,J03060_at,2655
6172,M13928_s_at,2656
6979,M95740_at,2657
644,D85423_at,2658
2975,U27699_at,2659
5683,Z35085_s_at,2660
3808,U80184_rna1_at,2661
6824,HG4115-HT4385_at,2662
1696,M13194_at,2663
4035,X02750_at,2664
4230,X52151_at,2665
3171,U40572_at,2666
661,D86961_at,2667
1138,J05073_at,2668
2238,M77836_at,2669
1329,L14787_at,2670
1513,L36720_at,2671
3854,U83410_at,2672
5191,Z69915_at,2673
3407,U56085_at,2674
1980,M34677_at,2675
3568,U66083_at,2676
3600,U67733_at,2677
570,D79986_at,2678
1715,M14123_xpt4_at,2679
5126,Z34975_at,2680
5173,Z49254_at,2681
3376,U52700_at,2682
1600,L41680_at,2683
4277,X55666_at,2684
5002,Y10209_at,2685
7124,X83863_at,2686
536,D63879_at,2687
2926,U23028_at,2688
2907,U20980_at,2689
5048,Z11502_at,2690
6901,U49441_at,2691
1280,L11239_at,2692
4385,X63417_at,2693
4763,X89398_cds2_at,2694
7045,J00148_cds2_f_at,2695
4625,X79439_at,2696
5082,Z22555_at,2697
1092,J03925_at,2698
4063,X04500_at,2699
2118,M62982_at,2700
6144,L76528_s_at,2701
6131,L43575_s_at,2702
5673,D85759_s_at,2703
61,AB000115_at,2704
627,D83784_at,2705
4496,X70083_at,2706
5943,J02871_s_at,2707
6288,X54199_s_at,2708
767,D89016_at,2709
6703,X82206_s_at,2710
2897,U20428_at,2711
6286,X68090_s_at,2712
78,AB001325_at,2713
6761,M21388_at,2714
3053,U32849_at,2715
5367,S60415_at,2716
4841,X95586_at,2717
4608,X78669_at,2718
2830,U16660_at,2719
5347,M61853_at,2720
3480,U60276_at,2721
3409,U56244_at,2722
688,D87023_cds2_at,2723
2665,U07358_at,2724
3666,U72517_at,2725
306,D26067_at,2726
6822,HG4108-HT4378_at,2727
1305,L13278_at,2728
1215,L05779_at,2729
261,D16581_at,2730
3554,U65410_at,2731
2526,S80343_at,2732
2235,M77349_at,2733
2939,U24576_at,2734
4131,X13444_at,2735
2551,S83364_at,2736
2711,U09550_at,2737
1985,M35416_at,2738
5777,M90391_s_at,2739
5529,AF012024_s_at,2740
1512,L36645_at,2741
1353,L17327_at,2742
4486,X69636_at,2743
2811,U15197_at,2744
5037,Y12556_at,2745
4536,X74328_rna1_at,2746
2663,U07231_at,2747
448,D49396_at,2748
1665,M10014_cds1_at,2749
3072,U33849_at,2750
1992,M36341_at,2751
2278,M83554_at,2752
103,AC002073_cds1_at,2753
194,D13315_at,2754
2483,S74017_at,2755
5704,HG1140-HT4817_s_at,2756
2202,M74093_at,2757
4599,X78031_at,2758
6640,U86759_s_at,2759
216,D13897_rna2_at,2760
2509,S78085_at,2761
2892,U20285_at,2762
5944,M13232_s_at,2763
4932,Y00291_at,2764
1406,L22342_at,2765
3357,U51920_at,2766
1589,L40992_at,2767
6960,L11931_at,2768
5093,Z24727_at,2769
6219,X58298_s_at,2770
1219,L06175_at,2771
4919,X99699_at,2772
4434,X66364_at,2773
3202,U43142_at,2774
123,AF000562_at,2775
371,D31886_at,2776
2066,M59916_at,2777
4070,X05153_rna1_at,2778
4005,U97502_rna1_at,2779
2673,U07681_at,2780
6221,M20747_s_at,2781
4584,X76770_at,2782
4847,X95826_at,2783
6932,X98225_at,2784
5524,AC002477_s_at,2785
3602,U67849_at,2786
4603,X78520_at,2787
5856,HG371-HT26388_at,2788
3402,U55258_at,2789
6505,U22431_s_at,2790
3215,U43527_at,2791
1741,M15881_at,2792
2552,S83365_at,2793
254,D16217_at,2794
5226,Z84718_cds1_at,2795
823,HG2167-HT2237_at,2796
5866,HG3928-HT4198_at,2797
4751,X87613_at,2798
6482,U27516_s_at,2799
3799,U79725_at,2800
4944,Y00970_at,2801
6972,M25667_at,2802
1989,M36089_at,2803
993,HG4310-HT4580_at,2804
3911,U89336_cds6_at,2805
5034,Y11999_at,2806
1975,M34423_at,2807
5140,Z38026_at,2808
818,HG2028-HT2082_at,2809
1856,M25322_at,2810
4583,X76732_at,2811
6279,M31169_s_at,2812
6473,U09510_s_at,2813
2553,S83366_cds1_at,2814
5081,Z22551_at,2815
740,D87673_at,2816
1707,M13955_at,2817
2301,M86407_at,2818
2677,U07807_at,2819
354,D30755_at,2820
3780,U79288_at,2821
343,D29677_at,2822
5504,Z48482_at,2823
1502,L35592_at,2824
1226,L07033_at,2825
6198,U08006_s_at,2826
5311,L22454_at,2827
598,D82070_at,2828
4518,X72790_at,2829
5661,M96954_s_at,2830
590,D80007_at,2831
442,D45371_at,2832
6888,U19765_at,2833
4660,X81372_at,2834
4535,X74295_at,2835
632,D84239_at,2836
6409,X57809_at,2837
6522,U75276_s_at,2838
2296,M85220_at,2839
3160,U40282_at,2840
2612,U03274_at,2841
3327,U50535_at,2842
1315,L13761_rna1_at,2843
544,D64158_at,2844
1524,L37199_at,2845
824,HG2188-HT2258_at,2846
1926,M31210_at,2847
3076,U34044_at,2848
5815,HG2999-HT4756_s_at,2849
2437,S45630_at,2850
4451,X67098_at,2851
158,AJ001421_at,2852
6406,S38953_s_at,2853
609,D83243_at,2854
4553,X75315_at,2855
2590,U02019_at,2856
5235,AB002332_at,2857
608,D83195_at,2858
5073,Z21488_at,2859
2848,U17894_at,2860
1120,J04621_at,2861
1485,L34155_at,2862
34,AFFX-HUMISGF3A/M97935_5_at,2863
163,D00632_at,2864
3569,U66088_at,2865
4188,X16667_at,2866
4264,X54673_at,2867
2541,S82075_at,2868
861,HG2668-HT2764_at,2869
4803,X92475_at,2870
5651,X86371_s_at,2871
3321,U50315_at,2872
1832,M23161_at,2873
4888,X98263_at,2874
2159,M64788_at,2875
3393,U53786_at,2876
4792,X91348_at,2877
3957,U91903_at,2878
3285,U48437_at,2879
356,D30758_at,2880
1359,L19058_at,2881
1531,L37936_at,2882
6000,J05036_s_at,2883
2243,M80335_at,2884
1316,L13800_at,2885
706,D87434_at,2886
2084,M60556_rna2_at,2887
4311,X58079_at,2888
5755,HG2441-HT2537_s_at,2889
2586,U01833_at,2890
3197,U42408_at,2891
6187,M16364_s_at,2892
2082,M60459_at,2893
482,D50911_at,2894
614,D83699_at,2895
470,D50532_at,2896
1310,L13436_at,2897
6678,X60104_s_at,2898
2166,M65066_at,2899
6012,M13058_s_at,2900
2497,S76965_at,2901
6494,U16811_s_at,2902
1323,L14076_at,2903
4790,X91249_at,2904
1680,M11567_rna1_at,2905
259,D16532_at,2906
973,HG4114-HT4384_at,2907
1503,L35854_at,2908
6992,U47677_at,2909
3067,U33818_at,2910
2419,M97925_rna1_at,2911
2359,M92449_at,2912
1321,L13977_at,2913
4519,X72841_at,2914
6300,M36118_s_at,2915
4469,X68486_at,2916
733,D87464_at,2917
5214,Z83741_at,2918
4714,X84740_at,2919
2887,U19948_at,2920
6066,X67235_s_at,2921
3548,U65011_at,2922
4752,X87767_at,2923
1286,L11372_at,2924
6253,Z80345_rna1_s_at,2925
4909,X99325_at,2926
3263,U47050_at,2927
3086,U34962_at,2928
478,D50810_at,2929
4987,Y09321_at,2930
5670,D83260_s_at,2931
350,D30036_at,2932
4923,X99894_at,2933
1363,L19183_at,2934
586,D80003_at,2935
7053,K03204_f_at,2936
5240,D10040_at,2937
3495,U61167_at,2938
5408,U37426_at,2939
6849,M19888_at,2940
3255,U46689_at,2941
3401,U55209_at,2942
4148,X14787_at,2943
2685,U08096_at,2944
1405,L22214_at,2945
1587,L40904_at,2946
5153,Z48199_at,2947
2657,U07000_cds4_at,2948
3358,U51990_at,2949
6436,S76756_s_at,2950
3834,U82310_at,2951
699,D87120_at,2952
4631,X79780_at,2953
2943,U25041_at,2954
2328,M88458_at,2955
5627,D38163_s_at,2956
4314,X58288_at,2957
3671,U73167_cds3_at,2958
265,D16815_at,2959
1814,M22005_at,2960
3066,U33761_at,2961
6647,U92457_s_at,2962
351,D30037_at,2963
2623,U03891_at,2964
2318,M87339_at,2965
4683,X82494_at,2966
1597,L41559_at,2967
3924,U90306_at,2968
1314,L13738_at,2969
5667,S78271_s_at,2970
4700,X83543_at,2971
1626,L43964_at,2972
2325,M88279_at,2973
1429,L25876_at,2974
980,HG4167-HT4437_at,2975
4754,X87843_at,2976
846,HG2463-HT2559_at,2977
3348,U51432_at,2978
2650,U06452_at,2979
3496,U61232_at,2980
4338,X59812_at,2981
2902,U20657_at,2982
1258,L09708_at,2983
2620,U03851_at,2984
2320,M87499_at,2985
2661,U07223_at,2986
4709,X84194_at,2987
423,D42085_at,2988
4240,X52773_at,2989
6459,U02566_s_at,2990
6460,U04806_s_at,2991
5053,Z11793_at,2992
6955,J00277_at,2993
3249,U46194_at,2994
5999,J05016_rna1_s_at,2995
3421,U57094_at,2996
3508,U62317_rna6_at,2997
6928,X72475_at,2998
961,HG3998-HT4268_at,2999
5722,U19247_rna1_s_at,3000
1022,HG544-HT544_at,3001
2883,U19718_at,3002
3485,U60521_at,3003
6750,HG3731-HT4001_at,3004
2981,U28150_at,3005
3699,U76010_at,3006
6584,U54644_s_at,3007
6469,U08191_s_at,3008
5472,X65857_at,3009
2626,U04209_at,3010
5772,M29037_s_at,3011
2674,U07695_at,3012
2695,U09002_at,3013
702,D87292_at,3014
881,HG2992-HT5186_at,3015
5901,X57110_s_at,3016
975,HG4128-HT4398_at,3017
6632,U80987_s_at,3018
1386,L20773_at,3019
7061,L42601_f_at,3020
3654,U71598_at,3021
6743,HG2239-HT2324_r_at,3022
6748,HG3565-HT3768_at,3023
2343,M91029_cds2_at,3024
347,D29956_at,3025
575,D79991_at,3026
239,D14695_at,3027
4544,X74795_at,3028
6892,U24685_at,3029
3804,U80017_rna3_at,3030
6533,U43203_s_at,3031
3832,U82303_at,3032
4164,X15376_at,3033
6091,M89470_s_at,3034
1653,L77561_at,3035
6619,Y07565_s_at,3036
3641,U70732_rna1_at,3037
725,D87455_at,3038
7079,U22029_f_at,3039
2011,M54951_at,3040
5399,U28049_at,3041
2124,M63180_at,3042
3848,U82970_at,3043
4356,X60992_at,3044
6786,HG3141-HT3317_f_at,3045
5045,Y13620_at,3046
4983,Y09216_at,3047
6164,M12963_s_at,3048
3308,U49742_at,3049
3005,U29700_at,3050
3320,U50146_at,3051
728,D87459_at,3052
5824,HG3107-HT3283_s_at,3053
2862,U18300_at,3054
5867,HG3928-HT4198_s_at,3055
4699,X83441_at,3056
802,HG1604-HT1604_at,3057
957,HG3992-HT4262_at,3058
2603,U02687_at,3059
1388,L20815_at,3060
693,D87075_at,3061
1899,M29273_at,3062
3166,U40380_at,3063
6715,X98534_s_at,3064
6120,L37868_s_at,3065
1688,M12036_at,3066
1396,L21893_at,3067
3017,U30872_at,3068
2354,M92303_at,3069
6365,X90824_s_at,3070
148,AF009426_at,3071
3309,U49785_at,3072
2327,M88338_at,3073
6442,S79873_s_at,3074
1413,L23959_at,3075
1407,L22343_at,3076
3873,U85611_at,3077
2054,M58600_rna1_at,3078
2182,M68941_at,3079
763,D88667_at,3080
129,AF002224_at,3081
5719,HG1747-HT1764_s_at,3082
4261,X54326_at,3083
1337,L15344_at,3084
1839,M23668_at,3085
4614,X78924_at,3086
6635,U83239_s_at,3087
6519,U27333_s_at,3088
3278,U48231_at,3089
19,AFFX-DapX-5_at,3090
368,D31883_at,3091
5657,D63861_s_at,3092
7052,K03192_f_at,3093
1996,M37190_at,3094
4946,Y00978_at,3095
5970,J03626_rna1_s_at,3096
2529,S81083_cds1_at,3097
2506,S77583_at,3098
109,AC002115_rna2_at,3099
1060,J02888_at,3100
6342,X53595_s_at,3101
913,HG3400-HT3579_at,3102
6604,X56687_s_at,3103
3497,U61234_at,3104
5877,HG4116-HT4386_s_at,3105
206,D13637_at,3106
6962,L32961_at,3107
2614,U03399_at,3108
3697,U75679_at,3109
6339,M62403_s_at,3110
6024,U09851_s_at,3111
593,D80010_at,3112
5119,Z31357_at,3113
774,D89858_at,3114
538,D63881_at,3115
6207,M18391_s_at,3116
3239,U45973_at,3117
3344,U51241_at,3118
6293,M86873_s_at,3119
4957,Y07829_xpt3_at,3120
1530,L37882_at,3121
1209,L05500_at,3122
1656,L77571_at,3123
4062,X04434_at,3124
3131,U38268_at,3125
6472,U09178_s_at,3126
55,AFFX-HUMGAPDH/M33197_M_st,3127
5827,HG3187-HT3366_s_at,3128
6577,U50527_s_at,3129
522,D63482_at,3130
4475,X68836_at,3131
591,D80008_at,3132
6128,M97347_s_at,3133
3514,U62437_at,3134
26,AFFX-PheX-M_at,3135
5677,D86062_s_at,3136
6586,U56402_s_at,3137
173,D10511_at,3138
3323,U50383_at,3139
6203,M26856_s_at,3140
5948,M29610_at,3141
469,D50525_at,3142
325,D28118_at,3143
2174,M67439_at,3144
999,HG4336-HT4606_at,3145
3778,U79286_at,3146
4413,X64838_at,3147
3886,U86602_at,3148
4352,X60655_at,3149
4033,X02596_at,3150
3223,U43959_at,3151
1686,M11749_at,3152
6544,U35835_s_at,3153
5019,Y10659_at,3154
821,HG2152-HT2222_at,3155
6074,L19493_s_at,3156
305,D26018_at,3157
3194,U42360_cds2_at,3158
2566,U00930_at,3159
2350,M91585_at,3160
5029,Y11651_at,3161
361,D31765_at,3162
2097,M61199_at,3163
1584,L40411_at,3164
674,D86975_at,3165
884,HG3088-HT3263_at,3166
984,HG4194-HT4464_at,3167
6570,U47686_s_at,3168
1416,L24559_at,3169
2371,M93426_at,3170
4588,X77307_at,3171
844,HG2442-HT2538_at,3172
669,D86969_at,3173
6071,Z22951_rna1_s_at,3174
6016,M26901_s_at,3175
3367,U52154_at,3176
2860,U18288_at,3177
3484,U60519_at,3178
3736,U78551_at,3179
3945,U90912_at,3180
5723,HG1761-HT1778_s_at,3181
3951,U90919_at,3182
3595,U67319_at,3183
6503,U20759_s_at,3184
3318,U50078_at,3185
5775,HG2649-HT2745_s_at,3186
5384,U14394_at,3187
2688,U08336_at,3188
1453,L29217_at,3189
3872,U85430_at,3190
6358,M74715_s_at,3191
6948,Z83336_at,3192
750,D87953_at,3193
4649,X80695_at,3194
3955,U91616_at,3195
4515,X72177_rna1_at,3196
3986,U95040_at,3197
3706,U76992_at,3198
6242,M24486_s_at,3199
5770,HG2591-HT2687_s_at,3200
3224,U43965_at,3201
1759,M17262_at,3202
5329,M15169_at,3203
3543,U64675_at,3204
1823,M22638_at,3205
2261,M81780_cds4_at,3206
2311,M86849_at,3207
2681,U07919_at,3208
1168,K03008_cds2_at,3209
5469,X64994_at,3210
2316,M87284_at,3211
2253,M81118_at,3212
5660,S82447_s_at,3213
5435,U94832_at,3214
5392,U20938_at,3215
6683,X83490_s_at,3216
1619,L42563_at,3217
5778,HG2705-HT2801_s_at,3218
6175,M13994_s_at,3219
2024,M55267_at,3220
3482,U60325_at,3221
6925,X69115_at,3222
3946,U90913_at,3223
3988,U95626_rna1_at,3224
5110,Z29090_at,3225
318,D26561_cds2_at,3226
4861,X97058_at,3227
4183,X16416_at,3228
6878,S72043_rna1_at,3229
6661,X52426_s_at,3230
5096,Z25884_at,3231
4621,X79201_at,3232
127,AF001620_at,3233
2022,M55210_at,3234
4706,X83973_at,3235
4254,X53795_at,3236
2372,M93650_at,3237
3907,U89335_cds2_at,3238
2978,U28042_at,3239
6294,M34338_s_at,3240
2513,S78432_xpt1_at,3241
916,HG3432-HT3618_at,3242
764,D88795_at,3243
4060,X04391_at,3244
5794,HG2809-HT2920_s_at,3245
143,AF007875_at,3246
5280,J02986_cds1_at,3247
257,D16350_at,3248
2885,U19878_at,3249
388,D38293_at,3250
4307,X57766_at,3251
3089,U35100_at,3252
4202,X17622_at,3253
4019,X00588_at,3254
6356,M74088_s_at,3255
1183,L01406_at,3256
3997,U96629_rna2_at,3257
6531,U90065_s_at,3258
1815,M22092_at,3259
4958,Y07829_xpt4_at,3260
37,AFFX-HUMISGF3A/M97935_3_at,3261
396,D38522_at,3262
2096,M61176_at,3263
3317,U50062_at,3264
6073,M67468_s_at,3265
2389,M95549_at,3266
81,AB002318_at,3267
560,D78334_at,3268
3134,U38545_at,3269
1627,L47345_at,3270
2224,M76446_at,3271
1463,L31860_at,3272
864,HG270-HT270_at,3273
5911,HG880-HT880_at,3274
6729,M95936_s_at,3275
5539,M18700_s_at,3276
1606,L41919_rna1_at,3277
